Time,Engine speed,Desired Lambda,02 Correction,Boost actual,Boost requested,Boost duty,Intake temp,TPS,Timing advance,Knock cyl 1,Knock cyl 2,Knock cyl 3,Knock cyl 4,Engine Load,Engine load spec.,Mass air flow,Coolant temp,Battery voltage,Injection time,Actual Lambda,Actual torque
17:32:10:8493,3240.00,1.00,0.00,0.73,-7.69,1.96,37.00,10.59,0.75,0.00,0.00,0.00,0.00,25.56,191.73,12.18,93.00,13.82,0.77,1.05
17:32:11:3962,3160.00,1.00,3.13,1.02,-5.95,1.96,37.00,14.51,7.50,0.00,0.00,0.00,0.00,36.84,191.73,22.08,93.00,13.82,1.28,1.01
17:32:11:9431,3120.00,1.00,2.34,1.60,-5.51,1.96,36.00,15.29,12.75,0.00,0.00,0.00,0.00,40.60,191.73,25.81,93.00,13.91,1.28,0.98
17:32:12:4899,3120.00,1.00,0.78,2.03,-5.22,1.96,36.00,15.29,12.75,0.00,0.00,0.00,0.00,39.85,191.73,27.31,93.00,13.82,1.53,0.99
17:32:13:0368,3080.00,1.00,0.00,2.61,-1.74,1.96,36.00,18.43,10.50,0.00,0.00,0.00,0.00,54.14,191.73,33.82,93.00,13.82,1.53,0.99
17:32:13:5681,3080.00,1.00,2.73,4.21,-1.60,1.96,36.00,20.00,9.75,0.00,0.00,0.00,0.00,60.15,191.73,41.74,93.00,13.82,2.04,0.99
17:32:14:1150,3040.00,1.00,0.78,4.64,-1.74,1.96,36.00,18.43,9.75,0.00,0.00,0.00,0.00,58.65,191.73,39.67,93.00,13.82,1.79,0.98
17:32:14:6776,3040.00,1.00,1.95,4.64,-1.74,1.96,35.00,18.04,9.75,0.00,0.00,0.00,0.00,58.65,191.73,38.47,93.00,13.82,1.79,0.99
17:32:15:2245,3040.00,1.00,1.95,4.64,-1.89,1.96,34.00,17.65,11.25,0.00,0.00,0.00,0.00,57.14,191.73,37.46,93.00,13.82,1.79,0.99
17:32:15:7401,3040.00,1.00,0.78,4.50,-1.89,1.96,34.00,17.65,11.25,0.00,0.00,0.00,0.00,57.89,191.73,37.54,93.00,13.82,1.79,1.00
17:32:16:2870,3040.00,1.00,0.00,4.50,-1.74,1.96,34.00,18.04,11.25,0.00,0.00,0.00,0.00,58.65,191.73,37.93,93.00,13.82,1.79,0.99
17:32:16:8339,3040.00,1.00,0.78,4.64,-1.31,1.96,34.00,18.04,11.25,0.00,0.00,0.00,0.00,60.15,191.73,38.12,92.00,13.91,1.79,0.99
17:32:17:3496,3080.00,1.00,-0.39,4.93,-1.16,1.96,34.00,18.43,11.25,0.00,0.00,0.00,0.00,60.90,191.73,39.94,93.00,13.82,1.79,0.99
17:32:17:8964,3080.00,1.00,-0.78,5.08,-1.16,1.96,34.00,18.43,11.25,0.00,0.00,0.00,0.00,60.90,191.73,40.32,93.00,13.72,1.79,0.99
17:32:18:4433,3120.00,1.00,-1.17,5.22,-1.16,1.96,34.00,18.43,11.25,0.00,0.00,0.00,0.00,60.90,191.73,41.27,93.00,13.82,1.79,0.98
17:32:18:9589,3120.00,1.00,-1.17,5.22,1.02,1.96,34.00,19.22,11.25,0.00,0.00,0.00,0.00,66.17,191.73,40.46,93.00,13.91,1.79,0.99
17:32:19:4901,3160.00,1.00,1.17,7.98,22.48,96.47,34.00,26.67,13.50,-4.50,-5.25,-6.00,-2.25,112.78,191.73,60.06,93.00,13.72,2.55,1.02
17:32:20:0527,3280.00,0.93,2.34,22.48,22.48,96.47,34.00,100.00,0.00,-3.75,-4.50,-5.25,-3.00,191.73,191.73,130.29,93.00,13.82,4.34,0.95
17:32:20:5683,3440.00,0.74,6.64,22.48,22.48,96.47,35.00,99.61,0.00,-5.25,-3.75,-4.50,-4.50,191.73,191.73,175.15,93.00,13.82,7.91,0.78
17:32:21:0995,3640.00,0.72,16.41,22.48,22.48,96.47,36.00,100.00,0.00,-7.50,-3.75,-8.25,-4.50,191.73,191.73,187.00,93.00,13.82,11.22,0.71
17:32:21:6777,3800.00,0.72,19.53,22.48,22.48,96.47,36.00,100.00,-0.75,-7.50,-6.00,-8.25,-6.75,191.73,191.73,191.94,93.00,13.72,15.30,0.74
17:32:22:2245,4000.00,0.72,25.00,22.48,22.48,96.47,37.00,100.00,0.75,-7.50,-6.00,-8.25,-6.75,191.73,191.73,201.43,93.00,13.72,15.30,0.74
17:32:22:7870,4200.00,0.72,25.00,22.48,22.34,96.47,38.00,100.00,0.00,-7.50,-6.00,-8.25,-6.75,191.73,191.73,207.65,93.00,13.72,14.28,0.73
17:32:23:3808,4360.00,0.72,25.00,22.48,22.34,96.47,39.00,100.00,0.75,-9.00,-6.00,-8.25,-6.75,191.73,191.73,214.39,93.00,13.72,13.52,0.74
17:32:23:9278,4560.00,0.72,25.00,22.48,22.05,96.47,42.00,100.00,1.50,-9.00,-5.25,-7.50,-6.00,191.73,191.73,220.78,93.00,13.72,13.01,0.74
17:32:24:4746,4720.00,0.98,25.00,11.75,-10.30,1.96,43.00,5.49,27.75,0.00,0.00,0.00,0.00,15.04,191.73,46.72,93.00,13.72,6.12,0.73
17:32:25:0059,4640.00,1.00,5.08,4.21,-10.30,1.96,39.00,8.63,12.00,0.00,0.00,0.00,0.00,16.54,191.73,4.47,93.00,13.72,0.51,0.90
17:32:25:5685,4640.00,1.00,1.56,2.18,-10.30,1.96,37.00,10.20,12.00,0.00,0.00,0.00,0.00,16.54,191.73,12.42,93.00,13.72,0.77,0.96
17:32:26:0997,4640.00,1.05,0.78,1.45,-10.30,1.96,37.00,10.98,12.75,0.00,0.00,0.00,0.00,16.54,191.73,15.45,93.00,13.82,0.00,1.99
17:32:26:6622,4600.00,1.05,0.00,1.31,-10.15,1.96,37.00,10.98,12.75,0.00,0.00,0.00,0.00,16.54,191.73,15.76,93.00,13.82,0.00,1.99
17:32:27:1935,4560.00,1.05,0.00,1.45,-10.15,1.96,37.00,10.98,12.75,0.00,0.00,0.00,0.00,16.54,191.73,16.07,93.00,13.82,0.00,1.99
17:32:27:7091,4560.00,1.05,0.00,1.31,-10.15,1.96,37.00,10.98,12.75,0.00,0.00,0.00,0.00,16.54,191.73,16.15,93.00,13.91,0.00,1.99
17:32:28:2715,4520.00,1.05,0.00,1.31,-10.01,1.96,37.00,10.98,12.75,0.00,0.00,0.00,0.00,16.54,190.98,15.58,93.00,13.82,0.00,1.99
17:32:28:8028,4520.00,1.05,0.00,1.31,-10.01,1.96,37.00,10.98,-0.75,0.00,0.00,0.00,0.00,16.54,188.72,15.76,93.00,13.91,0.00,1.99
17:32:29:3185,4520.00,1.05,0.00,1.31,-10.01,1.96,37.00,10.98,-0.75,0.00,0.00,0.00,0.00,16.54,188.72,15.85,93.00,13.91,0.00,1.99
17:32:29:8811,4520.00,1.05,0.00,1.31,-10.01,1.96,37.00,10.98,-0.75,0.00,0.00,0.00,0.00,16.54,188.72,15.98,93.00,13.82,0.00,1.99
