Time,Engine speed,Desired Lambda,02 Correction,Boost actual,Boost requested,Boost duty,Intake temp,TPS,Timing advance,Knock cyl 1,Knock cyl 2,Knock cyl 3,Knock cyl 4,Engine Load,Engine load spec.,Mass air flow,Coolant temp,Battery voltage,Injection time,Actual Lambda,Actual torque
23:19:06:4906,2840.00,1.00,0.39,3.19,-2.32,1.96,36.00,16.86,12.00,0.00,0.00,0.00,0.00,54.14,191.73,30.91,94.00,13.72,1.79,0.98
23:19:06:9808,2840.00,1.00,5.86,3.19,-0.73,1.96,35.00,17.25,14.25,0.00,0.00,0.00,0.00,52.63,183.46,31.69,94.00,13.72,1.79,0.98
23:19:07:4624,2840.00,1.00,1.17,3.19,0.00,1.96,35.00,18.43,15.75,0.00,0.00,0.00,0.00,51.88,166.92,32.57,94.00,13.72,1.79,0.99
23:19:07:9737,2880.00,1.00,8.20,3.48,-0.15,1.96,34.00,19.61,15.75,0.00,0.00,0.00,0.00,54.89,169.17,34.96,94.00,13.63,2.04,1.04
23:19:08:4884,2920.00,1.00,10.55,3.63,0.00,1.96,34.00,19.22,15.75,0.00,0.00,0.00,0.00,54.89,169.17,35.15,94.00,13.72,2.04,1.05
23:19:08:9631,2920.00,1.00,9.77,3.77,0.00,1.96,34.00,19.22,15.75,0.00,0.00,0.00,0.00,54.89,169.92,35.61,94.00,13.63,2.04,0.96
23:19:09:4776,2960.00,1.00,3.13,3.92,0.00,1.96,34.00,19.22,16.50,0.00,0.00,0.00,0.00,55.64,169.92,36.18,94.00,13.63,1.79,0.95
23:19:09:9703,3000.00,1.00,1.95,3.92,0.15,1.96,33.00,19.22,16.50,0.00,0.00,0.00,0.00,54.89,169.92,35.69,94.00,13.63,1.79,0.94
23:19:10:4931,3040.00,1.00,0.39,3.63,-4.79,1.96,33.00,19.22,16.50,0.00,0.00,0.00,0.00,54.89,169.17,37.11,94.00,13.63,1.79,0.94
23:19:10:9993,3040.00,1.00,5.08,2.03,-9.57,1.96,33.00,8.63,5.25,0.00,0.00,0.00,0.00,20.30,187.97,11.25,94.00,13.63,0.77,0.99
23:19:11:4930,2960.00,1.00,-0.78,1.02,-10.30,1.96,34.00,7.06,0.75,0.00,0.00,0.00,0.00,15.79,191.73,8.85,94.00,13.72,0.77,1.03
23:19:12:0139,2960.00,1.00,6.25,0.58,-9.14,1.96,34.00,8.63,1.50,0.00,0.00,0.00,0.00,20.30,191.73,10.10,94.00,13.63,1.02,0.93
23:19:12:5283,2920.00,1.00,-4.30,0.58,-6.67,1.96,35.00,9.80,3.75,0.00,0.00,0.00,0.00,24.81,190.98,14.35,94.00,13.63,1.28,1.02
23:19:13:0075,2840.00,1.00,-0.78,0.58,-4.93,1.96,36.00,11.76,6.75,0.00,0.00,0.00,0.00,30.08,175.94,16.61,94.00,13.63,1.28,0.98
23:19:13:5179,2800.00,1.00,5.08,0.87,-3.48,1.96,36.00,13.33,8.25,0.00,0.00,0.00,0.00,34.59,169.17,18.84,94.00,13.63,1.28,1.02
23:19:14:0149,2760.00,1.00,-2.34,1.02,-3.34,1.96,37.00,14.12,19.50,0.00,0.00,0.00,0.00,36.84,168.42,20.64,94.00,13.63,1.28,0.93
23:19:14:5081,2760.00,1.00,-3.52,1.16,-2.76,1.96,37.00,14.51,19.50,0.00,0.00,0.00,0.00,39.85,168.42,21.16,94.00,13.63,1.28,1.05
23:19:14:9982,2760.00,1.00,7.42,1.45,-2.76,1.96,37.00,15.29,18.75,0.00,0.00,0.00,0.00,40.60,168.42,23.44,94.00,13.54,1.53,0.98
23:19:15:4649,2760.00,0.94,0.39,1.60,-3.34,1.96,36.00,14.90,18.75,0.00,0.00,0.00,0.00,39.85,168.42,22.50,94.00,13.63,1.53,0.93
23:19:15:9850,2760.00,0.94,2.73,1.60,-5.08,1.96,36.00,14.51,16.50,0.00,0.00,0.00,0.00,42.11,186.47,23.25,94.00,13.63,1.53,0.92
23:19:16:4978,2800.00,0.94,1.17,1.74,-5.22,1.96,36.00,14.51,14.25,0.00,0.00,0.00,0.00,42.86,191.73,24.42,94.00,13.72,1.53,0.91
23:19:16:9867,2800.00,0.94,0.00,1.89,-4.79,1.96,36.00,14.51,12.00,0.00,0.00,0.00,0.00,42.11,191.73,24.26,94.00,13.72,1.53,0.92
23:19:17:5017,2840.00,1.05,-0.78,1.60,-8.56,1.96,36.00,15.29,11.25,0.00,0.00,0.00,0.00,30.83,191.73,26.28,94.00,13.63,1.53,1.00
23:19:17:9985,2840.00,1.00,-1.95,0.87,-9.57,1.96,36.00,7.45,2.25,0.00,0.00,0.00,0.00,17.29,191.73,9.99,94.00,13.63,0.77,0.93
23:19:18:4873,2840.00,1.00,-6.25,0.58,-8.27,1.96,36.00,9.02,4.50,0.00,0.00,0.00,0.00,24.06,191.73,11.43,94.00,13.54,1.02,0.96
23:19:18:9972,2800.00,1.00,-10.16,0.58,-7.11,1.96,36.00,12.16,3.00,0.00,0.00,0.00,0.00,30.83,191.73,16.45,94.00,13.63,1.28,1.03
