Time,Engine speed,AFR desired,02 Correction,Boost actual,Boost requested,Boost duty,Intake temp,TPS,Timing advance,Knock cyl 1,Knock cyl 2,Knock cyl 3,Knock cyl 4,Engine Load,Engine load spec.,Mass air flow,Coolant temp,Battery voltage,Injection time
10:26:42:2083,1200,,0.0,117.3,117.3,2.0,,4.3,3.0,0.00,0.00,0.00,0.00,16.5,,4.4,84.0,,
10:26:42:2722,1160,,0.0,117.3,117.3,2.0,,4.3,3.0,0.00,0.00,0.00,0.00,16.5,,4.4,84.0,,
10:26:42:3589,1160,,0.0,117.3,117.3,2.0,,4.3,3.0,0.00,0.00,0.00,0.00,16.5,,4.4,84.0,,
10:26:42:4607,1160,,0.0,117.3,117.3,2.0,,4.3,3.0,0.00,0.00,0.00,0.00,16.5,,4.4,84.0,,
10:26:42:5418,1160,,0.0,117.3,117.3,2.0,,4.3,3.0,0.00,0.00,0.00,0.00,16.5,,4.4,84.0,,
10:26:42:6230,1200,,0.0,117.3,117.3,2.0,,4.3,3.0,0.00,0.00,0.00,0.00,16.5,,4.4,84.0,,
10:26:42:7246,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,84.0,,
10:26:42:8061,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,84.0,,
10:26:42:9123,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,84.0,,
10:26:42:9993,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,84.0,,
10:26:43:0812,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,84.0,,
10:26:43:1647,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,84.0,,
10:26:43:2462,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,84.0,,
10:26:43:3245,1160,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,84.0,,
10:26:43:4461,1160,,0.0,117.3,117.3,2.0,,4.3,3.0,0.00,0.00,0.00,0.00,16.5,,4.5,84.0,,
10:26:43:5276,1160,,0.0,117.3,117.3,2.0,,4.3,3.0,0.00,0.00,0.00,0.00,16.5,,4.5,84.0,,
10:26:43:6085,1160,,0.0,118.0,118.0,2.0,,4.3,3.0,0.00,0.00,0.00,0.00,16.5,,4.5,84.0,,
10:26:43:6849,1160,,0.0,118.0,118.0,2.0,,4.3,3.0,0.00,0.00,0.00,0.00,16.5,,4.5,84.0,,
10:26:43:7814,1160,,0.0,118.0,118.0,2.0,,4.3,3.8,0.00,0.00,0.00,0.00,16.5,,4.3,84.0,,
10:26:43:9033,1160,,0.0,118.0,118.0,2.0,,4.3,3.8,0.00,0.00,0.00,0.00,16.5,,4.3,84.0,,
10:26:44:0050,1160,,0.0,117.3,117.3,2.0,,4.3,3.8,0.00,0.00,0.00,0.00,16.5,,4.3,84.0,,
10:26:44:0965,1200,,0.0,117.3,117.3,2.0,,4.3,3.8,0.00,0.00,0.00,0.00,16.5,,4.3,84.0,,
10:26:44:1885,1200,,0.0,117.3,117.3,2.0,,4.3,3.0,0.00,0.00,0.00,0.00,16.5,,4.4,84.0,,
10:26:44:2696,1200,,0.0,117.3,117.3,2.0,,4.3,3.0,0.00,0.00,0.00,0.00,16.5,,4.4,84.0,,
10:26:44:3708,1200,,0.0,117.3,117.3,2.0,,4.3,3.0,0.00,0.00,0.00,0.00,16.5,,4.4,84.0,,
10:26:44:4923,1200,,0.0,117.3,117.3,2.0,,4.3,3.0,0.00,0.00,0.00,0.00,16.5,,4.4,84.0,,
10:26:44:5940,1200,,0.0,117.3,117.3,2.0,,4.3,3.8,0.00,0.00,0.00,0.00,16.5,,4.4,84.0,,
10:26:44:6754,1200,,0.0,117.3,117.3,2.0,,4.3,3.8,0.00,0.00,0.00,0.00,16.5,,4.4,84.0,,
10:26:44:7564,1200,,0.0,117.3,117.3,2.0,,4.3,3.8,0.00,0.00,0.00,0.00,16.5,,4.4,84.0,,
10:26:44:8377,1200,,0.0,117.3,117.3,2.0,,4.3,3.8,0.00,0.00,0.00,0.00,16.5,,4.4,84.0,,
10:26:44:9499,1200,,0.0,117.3,117.3,2.0,,4.3,1.5,0.00,0.00,0.00,0.00,16.5,,4.3,84.0,,
10:26:45:0514,1200,,0.0,117.3,117.3,2.0,,4.3,1.5,0.00,0.00,0.00,0.00,16.5,,4.3,84.0,,
10:26:45:1208,1200,,0.0,117.3,117.3,2.0,,4.3,1.5,0.00,0.00,0.00,0.00,16.5,,4.3,84.0,,
10:26:45:2139,1160,,0.0,117.3,117.3,2.0,,4.3,1.5,0.00,0.00,0.00,0.00,16.5,,4.3,84.0,,
10:26:45:3152,1160,,0.0,117.3,117.3,2.0,,4.3,3.8,0.00,0.00,0.00,0.00,16.5,,4.4,84.0,,
10:26:45:3969,1160,,0.0,117.3,117.3,2.0,,4.3,3.8,0.00,0.00,0.00,0.00,16.5,,4.4,84.0,,
10:26:45:5082,1160,,0.0,117.3,117.3,2.0,,4.3,3.8,0.00,0.00,0.00,0.00,16.5,,4.4,84.0,,
10:26:45:5897,1160,,0.0,117.3,117.3,2.0,,4.3,3.8,0.00,0.00,0.00,0.00,16.5,,4.4,85.0,,
10:26:45:6709,1160,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,85.0,,
10:26:45:7626,1160,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,85.0,,
10:26:45:8437,1160,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,85.0,,
10:26:45:9553,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,85.0,,
10:26:46:0367,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,85.0,,
10:26:46:1120,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,85.0,,
10:26:46:1999,1200,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,85.0,,
10:26:46:2750,1160,,0.0,117.3,117.3,2.0,,4.3,2.3,0.00,0.00,0.00,0.00,16.5,,4.4,85.0,,
10:26:46:3617,1160,,0.0,117.3,117.3,2.0,,3.9,12.0,0.00,0.00,0.00,0.00,16.5,,4.1,85.0,,
10:26:46:4833,1160,,0.0,117.3,117.3,2.0,,3.9,12.0,0.00,0.00,0.00,0.00,16.5,,4.1,85.0,,
10:26:46:6006,1160,,0.0,120.3,120.3,2.0,,3.9,12.0,0.00,0.00,0.00,0.00,17.3,,4.1,85.0,,
10:26:46:7174,1240,,0.0,120.3,120.3,2.0,,3.9,12.0,0.00,0.00,0.00,0.00,17.3,,4.1,85.0,,
10:26:46:8186,1240,,0.0,120.3,120.3,2.0,,3.9,0.8,0.00,0.00,0.00,0.00,17.3,,4.1,85.0,,
10:26:46:8999,1240,,0.0,120.3,120.3,2.0,,3.9,0.8,0.00,0.00,0.00,0.00,17.3,,4.1,85.0,,
10:26:47:0222,1240,,0.0,117.3,117.3,2.0,,3.9,0.8,0.00,0.00,0.00,0.00,15.8,,4.1,85.0,,
10:26:47:1036,1200,,0.0,117.3,117.3,2.0,,3.9,0.8,0.00,0.00,0.00,0.00,15.8,,4.1,85.0,,
10:26:47:1796,1200,,0.0,117.3,117.3,2.0,,3.9,9.8,0.00,0.00,0.00,0.00,15.8,,4.2,85.0,,
10:26:47:2759,1200,,0.0,117.3,117.3,2.0,,3.9,9.8,0.00,0.00,0.00,0.00,15.8,,4.2,85.0,,
10:26:47:3778,1200,,0.0,117.3,117.3,2.0,,3.9,9.8,0.00,0.00,0.00,0.00,16.5,,4.2,85.0,,
10:26:47:4891,1160,,0.0,117.3,117.3,2.0,,3.9,9.8,0.00,0.00,0.00,0.00,16.5,,4.2,85.0,,
10:26:47:5814,1160,,0.0,117.3,117.3,2.0,,3.9,6.0,0.00,0.00,0.00,0.00,16.5,,4.3,85.0,,
10:26:47:6622,1160,,0.0,117.3,117.3,2.0,,3.9,6.0,0.00,0.00,0.00,0.00,16.5,,4.3,85.0,,
10:26:47:7434,1160,,0.0,117.3,117.3,2.0,,3.9,6.0,0.00,0.00,0.00,0.00,16.5,,4.3,85.0,,
10:26:47:8350,1160,,0.0,117.3,117.3,2.0,,3.9,6.0,0.00,0.00,0.00,0.00,16.5,,4.3,85.0,,
10:26:47:9363,1160,,0.0,117.3,117.3,2.0,,3.9,3.8,0.00,0.00,0.00,0.00,16.5,,4.2,85.0,,
10:26:48:0378,1160,,0.0,117.3,117.3,2.0,,3.9,3.8,0.00,0.00,0.00,0.00,16.5,,4.2,85.0,,
10:26:48:1091,1160,,0.0,117.3,117.3,2.0,,3.9,3.8,0.00,0.00,0.00,0.00,16.5,,4.2,85.0,,
10:26:48:1890,1200,,0.0,117.3,117.3,2.0,,3.9,3.8,0.00,0.00,0.00,0.00,16.5,,4.2,85.0,,
10:26:48:2732,1200,,0.0,117.3,117.3,2.0,,3.9,3.0,0.00,0.00,0.00,0.00,16.5,,4.3,85.0,,
10:26:48:3628,1200,,0.0,117.3,117.3,2.0,,3.9,3.0,0.00,0.00,0.00,0.00,16.5,,4.3,85.0,,
10:26:48:4648,1200,,0.0,117.3,117.3,2.0,,3.9,3.0,0.00,0.00,0.00,0.00,16.5,,4.3,85.0,,
10:26:48:5458,1200,,0.0,117.3,117.3,2.0,,3.9,3.0,0.00,0.00,0.00,0.00,16.5,,4.3,85.0,,
10:26:48:6270,1200,,0.0,117.3,117.3,2.0,,4.7,12.0,0.00,0.00,0.00,0.00,16.5,,4.7,85.0,,
10:26:48:7187,1200,,0.0,117.3,117.3,2.0,,4.7,12.0,0.00,0.00,0.00,0.00,16.5,,4.7,85.0,,
10:26:48:7998,1200,,0.0,121.8,121.8,2.0,,4.7,12.0,0.00,0.00,0.00,0.00,17.3,,4.7,85.0,,
10:26:48:9016,1280,,0.0,121.8,121.8,2.0,,4.7,12.0,0.00,0.00,0.00,0.00,17.3,,4.7,85.0,,
10:26:49:0029,1280,,0.0,121.8,121.8,2.0,,4.3,12.0,0.00,0.00,0.00,0.00,17.3,,4.6,85.0,,
10:26:49:1010,1280,,0.0,121.8,121.8,2.0,,4.3,12.0,0.00,0.00,0.00,0.00,17.3,,4.6,85.0,,
10:26:49:1785,1280,,0.0,127.1,127.1,2.0,,4.3,12.0,0.00,0.00,0.00,0.00,15.8,,4.6,85.0,,
10:26:49:2560,1360,,0.0,127.1,127.1,2.0,,4.3,12.0,0.00,0.00,0.00,0.00,15.8,,4.6,85.0,,
10:26:49:3382,1360,,0.0,127.1,127.1,2.0,,4.3,-6.0,0.00,0.00,0.00,0.00,15.8,,4.7,85.0,,
10:26:49:4501,1360,,0.0,127.1,127.1,2.0,,4.3,-6.0,0.00,0.00,0.00,0.00,15.8,,4.7,85.0,,
10:26:49:5311,1360,,0.0,118.8,118.8,2.0,,4.3,-6.0,0.00,0.00,0.00,0.00,15.8,,4.7,85.0,,
10:26:49:6107,1200,,0.0,118.8,118.8,2.0,,4.3,-6.0,0.00,0.00,0.00,0.00,15.8,,4.7,85.0,,
10:26:49:6937,1200,,0.0,118.8,118.8,2.0,,4.3,6.8,0.00,0.00,0.00,0.00,15.8,,4.2,85.0,,
10:26:49:7956,1200,,0.0,118.8,118.8,2.0,,4.3,6.8,0.00,0.00,0.00,0.00,15.8,,4.2,85.0,,
10:26:49:9173,1200,,0.0,117.3,117.3,2.0,,4.3,6.8,0.00,0.00,0.00,0.00,16.5,,4.2,85.0,,
10:26:50:0324,1200,,0.0,117.3,117.3,2.0,,4.3,6.8,0.00,0.00,0.00,0.00,16.5,,4.2,85.0,,
10:26:50:1117,1200,,0.0,117.3,117.3,2.0,,4.3,3.8,0.00,0.00,0.00,0.00,16.5,,4.4,85.0,,
10:26:50:1837,1200,,0.0,117.3,117.3,2.0,,4.3,3.8,0.00,0.00,0.00,0.00,16.5,,4.4,85.0,,
10:26:50:2636,1200,,0.0,117.3,117.3,2.0,,4.3,3.8,0.00,0.00,0.00,0.00,16.5,,4.4,85.0,,
10:26:50:3368,1200,,0.0,117.3,117.3,2.0,,4.3,3.8,0.00,0.00,0.00,0.00,16.5,,4.4,85.0,,
10:26:50:4193,1200,,0.0,117.3,117.3,2.0,,4.3,4.5,0.00,0.00,0.00,0.00,16.5,,4.3,85.0,,
10:26:50:5268,1200,,0.0,117.3,117.3,2.0,,4.3,4.5,0.00,0.00,0.00,0.00,16.5,,4.3,85.0,,
10:26:50:6078,1200,,0.0,118.0,118.0,2.0,,4.3,4.5,0.00,0.00,0.00,0.00,16.5,,4.3,85.0,,
10:26:50:6892,1160,,0.0,118.0,118.0,2.0,,4.3,4.5,0.00,0.00,0.00,0.00,16.5,,4.3,86.0,,
10:26:50:7763,1160,,0.0,118.0,118.0,2.0,,4.3,3.0,0.00,0.00,0.00,0.00,16.5,,4.4,86.0,,
10:26:50:8740,1160,,0.0,118.0,118.0,2.0,,4.3,3.0,0.00,0.00,0.00,0.00,16.5,,4.4,86.0,,
10:26:50:9539,1160,,0.0,117.3,117.3,2.0,,4.3,3.0,0.00,0.00,0.00,0.00,16.5,,4.4,86.0,,
10:26:51:0450,1200,,0.0,117.3,117.3,2.0,,4.3,3.0,0.00,0.00,0.00,0.00,16.5,,4.4,85.0,,
10:26:51:1436,1200,,0.0,117.3,117.3,2.0,,4.3,3.0,0.00,0.00,0.00,0.00,16.5,,4.4,85.0,,
10:26:51:2073,1200,,0.0,117.3,117.3,2.0,,4.3,3.0,0.00,0.00,0.00,0.00,16.5,,4.4,85.0,,
10:26:51:2785,1200,,0.0,117.3,117.3,2.0,,4.3,3.0,0.00,0.00,0.00,0.00,16.5,,4.4,85.0,,
10:26:51:3802,1160,,0.0,117.3,117.3,2.0,,4.3,3.0,0.00,0.00,0.00,0.00,16.5,,4.4,86.0,,
10:26:51:5021,1160,,0.0,117.3,117.3,2.0,,4.3,3.0,0.00,0.00,0.00,0.00,16.5,,4.4,86.0,,
10:26:51:6035,1160,,0.0,117.3,117.3,2.0,,4.3,3.0,0.00,0.00,0.00,0.00,16.5,,4.4,86.0,,
10:26:51:7258,1160,,0.0,117.3,117.3,2.0,,4.3,3.0,0.00,0.00,0.00,0.00,16.5,,4.4,86.0,,
10:26:51:8167,1200,,0.0,117.3,117.3,2.0,,4.3,3.0,0.00,0.00,0.00,0.00,16.5,,4.4,86.0,,
10:26:51:9161,1200,,0.0,117.3,117.3,2.0,,4.3,3.8,0.00,0.00,0.00,0.00,16.5,,4.3,86.0,,
10:26:52:0164,1200,,0.0,117.3,117.3,2.0,,4.3,3.8,0.00,0.00,0.00,0.00,16.5,,4.3,86.0,,
10:26:52:0936,1200,,0.0,117.3,117.3,2.0,,4.3,3.8,0.00,0.00,0.00,0.00,16.5,,4.3,86.0,,
10:26:52:1874,1160,,0.0,117.3,117.3,2.0,,4.3,3.8,0.00,0.00,0.00,0.00,16.5,,4.3,86.0,,
10:26:52:2641,1160,,0.0,117.3,117.3,2.0,,3.9,3.8,0.00,0.00,0.00,0.00,16.5,,4.3,86.0,,
10:26:52:3857,1160,,0.0,117.3,117.3,2.0,,3.9,3.8,0.00,0.00,0.00,0.00,16.5,,4.3,86.0,,
10:26:52:4932,1160,,0.0,117.3,117.3,2.0,,3.9,3.8,0.00,0.00,0.00,0.00,16.5,,4.3,86.0,,
10:26:52:5791,1200,,0.0,117.3,117.3,2.0,,3.9,3.8,0.00,0.00,0.00,0.00,16.5,,4.3,86.0,,
10:26:52:6600,1200,,0.0,117.3,117.3,2.0,,4.3,3.8,0.00,0.00,0.00,0.00,16.5,,4.4,86.0,,
10:26:52:7596,1200,,0.0,117.3,117.3,2.0,,4.3,3.8,0.00,0.00,0.00,0.00,16.5,,4.4,86.0,,
10:26:52:8530,1200,,0.0,117.3,117.3,2.0,,4.3,3.8,0.00,0.00,0.00,0.00,16.5,,4.4,86.0,,
