Time,Engine speed,AFR desired,02 Correction,Boost actual,Boost requested,Boost duty,Intake temp,TPS,Timing advance,Knock cyl 1,Knock cyl 2,Knock cyl 3,Knock cyl 4,Engine Load,Engine load spec.,Mass air flow,Coolant temp,Battery voltage,Injection time
18:57:23:9757,800,,0.4,104.5,104.5,2.0,,3.5,0.0,0.00,0.00,0.00,0.00,21.1,,3.6,95.0,,
18:57:24:0696,800,,0.4,104.5,104.5,2.0,,3.5,-0.8,0.00,0.00,0.00,0.00,21.1,,3.7,95.0,,
18:57:24:1633,800,,0.4,104.5,104.5,2.0,,3.5,-0.8,0.00,0.00,0.00,0.00,21.1,,3.7,95.0,,
18:57:24:2570,800,,0.4,104.5,104.5,2.0,,3.5,-0.8,0.00,0.00,0.00,0.00,21.1,,3.7,95.0,,
18:57:24:3508,800,,0.0,104.5,104.5,2.0,,3.5,-0.8,0.00,0.00,0.00,0.00,21.1,,3.7,95.0,,
18:57:24:4445,800,,0.0,104.5,104.5,2.0,,3.5,-1.5,0.00,0.00,0.00,0.00,21.1,,3.7,95.0,,
18:57:24:5383,800,,0.0,104.5,104.5,2.0,,3.5,-1.5,0.00,0.00,0.00,0.00,21.1,,3.7,95.0,,
18:57:24:6164,800,,0.0,104.5,104.5,2.0,,3.5,-1.5,0.00,0.00,0.00,0.00,21.1,,3.7,95.0,,
18:57:24:7258,800,,-0.4,104.5,104.5,2.0,,3.5,-1.5,0.00,0.00,0.00,0.00,21.1,,3.7,95.0,,
18:57:24:8195,800,,-0.4,104.5,104.5,2.0,,3.5,0.0,0.00,0.00,0.00,0.00,21.1,,3.6,95.0,,
18:57:24:9132,800,,-0.4,104.5,104.5,2.0,,3.5,0.0,0.00,0.00,0.00,0.00,21.1,,3.6,95.0,,
18:57:24:9914,800,,-0.4,104.5,104.5,2.0,,3.5,0.0,0.00,0.00,0.00,0.00,20.3,,3.6,95.0,,
18:57:25:1007,840,,-1.2,104.5,104.5,2.0,,3.5,0.0,0.00,0.00,0.00,0.00,20.3,,3.6,95.0,,
18:57:25:2101,840,,-1.2,104.5,104.5,2.0,,3.5,0.0,0.00,0.00,0.00,0.00,20.3,,3.5,95.0,,
18:57:25:3038,840,,-1.2,104.5,104.5,2.0,,3.5,0.0,0.00,0.00,0.00,0.00,20.3,,3.5,95.0,,
18:57:25:3976,840,,-1.2,104.5,104.5,2.0,,3.5,0.0,0.00,0.00,0.00,0.00,20.3,,3.5,95.0,,
18:57:25:4913,840,,-1.6,104.5,104.5,2.0,,3.5,0.0,0.00,0.00,0.00,0.00,20.3,,3.5,95.0,,
18:57:25:5850,840,,-1.6,104.5,104.5,2.0,,3.5,0.8,0.00,0.00,0.00,0.00,20.3,,3.6,95.0,,
18:57:25:6788,840,,-1.6,104.5,104.5,2.0,,3.5,0.8,0.00,0.00,0.00,0.00,20.3,,3.6,95.0,,
18:57:25:7882,840,,-1.6,104.5,104.5,2.0,,3.5,0.8,0.00,0.00,0.00,0.00,20.3,,3.6,95.0,,
18:57:25:8819,840,,-2.3,104.5,104.5,2.0,,3.5,0.8,0.00,0.00,0.00,0.00,20.3,,3.6,95.0,,
18:57:25:9756,840,,-2.3,104.5,104.5,2.0,,3.5,-1.5,0.00,0.00,0.00,0.00,20.3,,3.6,95.0,,
18:57:26:0694,840,,-2.3,104.5,104.5,2.0,,3.5,-1.5,0.00,0.00,0.00,0.00,20.3,,3.6,95.0,,
18:57:26:1631,840,,-2.3,104.5,104.5,2.0,,3.5,-1.5,0.00,0.00,0.00,0.00,21.1,,3.6,95.0,,
18:57:26:2725,800,,-3.1,104.5,104.5,2.0,,3.5,-1.5,0.00,0.00,0.00,0.00,21.1,,3.6,95.0,,
18:57:26:3662,800,,-3.1,104.5,104.5,2.0,,3.5,-3.0,0.00,0.00,0.00,0.00,21.1,,3.7,95.0,,
18:57:26:4600,800,,-3.1,104.5,104.5,2.0,,3.5,-3.0,0.00,0.00,0.00,0.00,21.1,,3.7,95.0,,
18:57:26:5537,800,,-3.1,104.5,104.5,2.0,,3.5,-3.0,0.00,0.00,0.00,0.00,21.8,,3.7,95.0,,
18:57:26:6630,800,,-3.5,104.5,104.5,2.0,,3.5,-3.0,0.00,0.00,0.00,0.00,21.8,,3.7,95.0,,
18:57:26:7725,800,,-3.5,104.5,104.5,2.0,,3.5,-2.3,0.00,0.00,0.00,0.00,21.8,,3.6,95.0,,
18:57:26:8818,800,,-3.5,104.5,104.5,2.0,,3.5,-2.3,0.00,0.00,0.00,0.00,21.8,,3.6,95.0,,
18:57:26:9912,800,,-3.5,104.5,104.5,2.0,,3.5,-2.3,0.00,0.00,0.00,0.00,20.3,,3.6,95.0,,
18:57:27:0849,800,,-4.7,104.5,104.5,2.0,,3.5,-2.3,0.00,0.00,0.00,0.00,20.3,,3.6,95.0,,
18:57:27:1787,800,,-4.7,104.5,104.5,2.0,,3.1,3.0,0.00,0.00,0.00,0.00,20.3,,3.3,95.0,,
18:57:27:3037,800,,-4.7,104.5,104.5,2.0,,3.1,3.0,0.00,0.00,0.00,0.00,20.3,,3.3,95.0,,
18:57:27:3974,800,,-4.7,104.5,104.5,2.0,,3.1,3.0,0.00,0.00,0.00,0.00,20.3,,3.3,95.0,,
18:57:27:4911,800,,-5.9,104.5,104.5,2.0,,3.1,3.0,0.00,0.00,0.00,0.00,20.3,,3.3,95.0,,
18:57:27:6005,800,,-5.9,104.5,104.5,2.0,,3.5,1.5,0.00,0.00,0.00,0.00,20.3,,3.5,95.0,,
18:57:27:7411,800,,-5.9,104.5,104.5,2.0,,3.5,1.5,0.00,0.00,0.00,0.00,20.3,,3.5,95.0,,
18:57:27:8349,800,,-5.9,104.5,104.5,2.0,,3.5,1.5,0.00,0.00,0.00,0.00,21.1,,3.5,95.0,,
18:57:27:9286,800,,-6.3,104.5,104.5,2.0,,3.5,1.5,0.00,0.00,0.00,0.00,21.1,,3.5,95.0,,
18:57:28:0224,800,,-6.3,104.5,104.5,2.0,,3.5,0.0,0.00,0.00,0.00,0.00,21.1,,3.5,95.0,,
18:57:28:1160,800,,-6.3,104.5,104.5,2.0,,3.5,0.0,0.00,0.00,0.00,0.00,21.1,,3.5,95.0,,
18:57:28:2411,800,,-6.3,104.5,104.5,2.0,,3.5,0.0,0.00,0.00,0.00,0.00,21.1,,3.5,95.0,,
18:57:28:3504,800,,-6.6,104.5,104.5,2.0,,3.5,0.0,0.00,0.00,0.00,0.00,21.1,,3.5,95.0,,
18:57:28:4442,800,,-6.6,104.5,104.5,2.0,,3.5,0.0,0.00,0.00,0.00,0.00,21.1,,3.5,95.0,,
18:57:28:5379,800,,-6.6,104.5,104.5,2.0,,3.5,0.0,0.00,0.00,0.00,0.00,21.1,,3.5,95.0,,
18:57:28:6317,800,,-6.6,104.5,104.5,2.0,,3.5,0.0,0.00,0.00,0.00,0.00,20.3,,3.5,95.0,,
18:57:28:7410,800,,-7.4,104.5,104.5,2.0,,3.5,0.0,0.00,0.00,0.00,0.00,20.3,,3.5,95.0,,
18:57:28:8504,800,,-7.4,104.5,104.5,2.0,,3.5,-0.8,0.00,0.00,0.00,0.00,20.3,,3.6,95.0,,
18:57:28:9442,800,,-7.4,104.5,104.5,2.0,,3.5,-0.8,0.00,0.00,0.00,0.00,20.3,,3.6,95.0,,
18:57:29:0379,800,,-7.4,104.5,104.5,2.0,,3.5,-0.8,0.00,0.00,0.00,0.00,21.1,,3.6,95.0,,
18:57:29:1316,800,,-8.2,104.5,104.5,2.0,,3.5,-0.8,0.00,0.00,0.00,0.00,21.1,,3.6,95.0,,
18:57:29:2566,800,,-8.2,104.5,104.5,2.0,,3.5,0.0,0.00,0.00,0.00,0.00,21.1,,3.4,95.0,,
18:57:29:3504,800,,-8.2,104.5,104.5,2.0,,3.5,0.0,0.00,0.00,0.00,0.00,21.1,,3.4,95.0,,
18:57:29:4597,800,,-8.2,104.5,104.5,2.0,,3.5,0.0,0.00,0.00,0.00,0.00,20.3,,3.4,95.0,,
18:57:29:5535,840,,-8.6,104.5,104.5,2.0,,3.5,0.0,0.00,0.00,0.00,0.00,20.3,,3.4,95.0,,
18:57:29:6472,840,,-8.6,104.5,104.5,2.0,,3.5,-0.8,0.00,0.00,0.00,0.00,20.3,,3.5,95.0,,
18:57:29:7722,840,,-8.6,104.5,104.5,2.0,,3.5,-0.8,0.00,0.00,0.00,0.00,20.3,,3.5,95.0,,
18:57:29:8659,840,,-8.6,104.5,104.5,2.0,,3.5,-0.8,0.00,0.00,0.00,0.00,20.3,,3.5,95.0,,
18:57:29:9597,800,,-9.8,104.5,104.5,2.0,,3.5,-0.8,0.00,0.00,0.00,0.00,20.3,,3.5,95.0,,
18:57:30:0534,800,,-9.8,104.5,104.5,2.0,,3.5,0.0,0.00,0.00,0.00,0.00,20.3,,3.5,95.0,,
18:57:30:1471,800,,-9.8,104.5,104.5,2.0,,3.5,0.0,0.00,0.00,0.00,0.00,20.3,,3.5,95.0,,
18:57:30:2722,800,,-9.8,104.5,104.5,2.0,,3.5,0.0,0.00,0.00,0.00,0.00,21.1,,3.5,95.0,,
18:57:30:3815,800,,-10.2,104.5,104.5,2.0,,3.5,0.0,0.00,0.00,0.00,0.00,21.1,,3.5,95.0,,
18:57:30:4753,800,,-10.2,104.5,104.5,2.0,,3.5,-0.8,0.00,0.00,0.00,0.00,21.1,,3.5,95.0,,
18:57:30:5690,800,,-10.2,104.5,104.5,2.0,,3.5,-0.8,0.00,0.00,0.00,0.00,21.1,,3.5,95.0,,
18:57:30:6629,800,,-10.2,104.5,104.5,2.0,,3.5,-0.8,0.00,0.00,0.00,0.00,21.1,,3.5,95.0,,
18:57:30:7723,800,,-10.9,104.5,104.5,2.0,,3.5,-0.8,0.00,0.00,0.00,0.00,21.1,,3.5,95.0,,
18:57:30:8817,800,,-10.9,104.5,104.5,2.0,,3.1,-0.8,0.00,0.00,0.00,0.00,21.1,,3.5,95.0,,
18:57:30:9911,800,,-10.9,104.5,104.5,2.0,,3.1,-0.8,0.00,0.00,0.00,0.00,21.1,,3.5,95.0,,
18:57:31:1004,800,,-10.9,104.5,104.5,2.0,,3.1,-0.8,0.00,0.00,0.00,0.00,21.1,,3.5,95.0,,
18:57:31:2254,800,,-11.7,104.5,104.5,2.0,,3.1,-0.8,0.00,0.00,0.00,0.00,21.1,,3.5,95.0,,
18:57:31:3193,800,,-11.7,104.5,104.5,2.0,,3.1,0.8,0.00,0.00,0.00,0.00,21.1,,3.3,95.0,,
18:57:31:4130,800,,-11.7,104.5,104.5,2.0,,3.1,0.8,0.00,0.00,0.00,0.00,21.1,,3.3,95.0,,
18:57:31:5224,800,,-11.7,104.5,104.5,2.0,,3.1,0.8,0.00,0.00,0.00,0.00,20.3,,3.3,95.0,,
18:57:31:6317,800,,-12.5,104.5,104.5,2.0,,3.1,0.8,0.00,0.00,0.00,0.00,20.3,,3.3,95.0,,
18:57:31:7411,800,,-12.5,104.5,104.5,2.0,,3.1,2.3,0.00,0.00,0.00,0.00,20.3,,3.3,95.0,,
18:57:31:8505,800,,-12.5,104.5,104.5,2.0,,3.1,2.3,0.00,0.00,0.00,0.00,20.3,,3.3,95.0,,
18:57:31:9442,800,,-12.5,104.5,104.5,2.0,,3.1,2.3,0.00,0.00,0.00,0.00,20.3,,3.3,95.0,,
18:57:32:0379,800,,-13.7,104.5,104.5,2.0,,3.1,2.3,0.00,0.00,0.00,0.00,20.3,,3.3,95.0,,
18:57:32:1317,800,,-13.7,104.5,104.5,2.0,,3.1,-0.8,0.00,0.00,0.00,0.00,20.3,,3.5,95.0,,
18:57:32:2411,800,,-13.7,104.5,104.5,2.0,,3.1,-0.8,0.00,0.00,0.00,0.00,20.3,,3.5,95.0,,
18:57:32:3504,800,,-13.7,104.5,104.5,2.0,,3.1,-0.8,0.00,0.00,0.00,0.00,21.1,,3.5,95.0,,
18:57:32:4442,800,,-14.5,104.5,104.5,2.0,,3.1,-0.8,0.00,0.00,0.00,0.00,21.1,,3.5,95.0,,
18:57:32:5379,800,,-14.5,104.5,104.5,2.0,,3.1,0.0,0.00,0.00,0.00,0.00,21.1,,3.5,95.0,,
18:57:32:6316,800,,-14.5,104.5,104.5,2.0,,3.1,0.0,0.00,0.00,0.00,0.00,21.1,,3.5,95.0,,
18:57:32:7410,800,,-14.5,104.5,104.5,2.0,,3.1,0.0,0.00,0.00,0.00,0.00,21.1,,3.5,95.0,,
18:57:32:8504,800,,-14.8,104.5,104.5,2.0,,3.1,0.0,0.00,0.00,0.00,0.00,21.1,,3.5,95.0,,
18:57:32:9441,800,,-14.8,104.5,104.5,2.0,,3.1,0.8,0.00,0.00,0.00,0.00,21.1,,3.4,95.0,,
18:57:33:0378,800,,-14.8,104.5,104.5,2.0,,3.1,0.8,0.00,0.00,0.00,0.00,21.1,,3.4,95.0,,
18:57:33:1316,800,,-14.8,104.5,104.5,2.0,,3.1,0.8,0.00,0.00,0.00,0.00,21.1,,3.4,95.0,,
18:57:33:2566,800,,-15.2,104.5,104.5,2.0,,3.1,0.8,0.00,0.00,0.00,0.00,21.1,,3.4,95.0,,
18:57:33:3503,800,,-15.2,104.5,104.5,2.0,,3.1,0.8,0.00,0.00,0.00,0.00,21.1,,3.4,95.0,,
18:57:33:4441,800,,-15.2,104.5,104.5,2.0,,3.1,0.8,0.00,0.00,0.00,0.00,21.1,,3.4,95.0,,
18:57:33:5378,800,,-15.2,104.5,104.5,2.0,,3.1,0.8,0.00,0.00,0.00,0.00,21.1,,3.4,95.0,,
18:57:33:6316,800,,-15.2,104.5,104.5,2.0,,3.1,0.8,0.00,0.00,0.00,0.00,21.1,,3.4,95.0,,
18:57:33:7409,800,,-15.2,104.5,104.5,2.0,,3.1,0.8,0.00,0.00,0.00,0.00,21.1,,3.4,95.0,,
18:57:33:8503,800,,-15.2,104.5,104.5,2.0,,3.1,0.8,0.00,0.00,0.00,0.00,21.1,,3.4,95.0,,
18:57:33:9441,800,,-15.2,104.5,104.5,2.0,,3.1,0.8,0.00,0.00,0.00,0.00,21.1,,3.4,95.0,,
18:57:34:0379,800,,-15.6,104.5,104.5,2.0,,3.1,0.8,0.00,0.00,0.00,0.00,21.1,,3.4,95.0,,
18:57:34:1316,800,,-15.6,104.5,104.5,2.0,,3.1,1.5,0.00,0.00,0.00,0.00,21.1,,3.4,95.0,,
18:57:34:2410,800,,-15.6,104.5,104.5,2.0,,3.1,1.5,0.00,0.00,0.00,0.00,21.1,,3.4,95.0,,
18:57:34:3504,800,,-15.6,104.5,104.5,2.0,,3.1,1.5,0.00,0.00,0.00,0.00,21.1,,3.4,95.0,,
18:57:34:4441,800,,-15.6,104.5,104.5,2.0,,3.1,1.5,0.00,0.00,0.00,0.00,21.1,,3.4,95.0,,
18:57:34:5378,800,,-15.6,104.5,104.5,2.0,,3.1,1.5,0.00,0.00,0.00,0.00,21.1,,3.4,95.0,,
18:57:34:6316,800,,-15.6,104.5,104.5,2.0,,3.1,1.5,0.00,0.00,0.00,0.00,21.1,,3.4,95.0,,
18:57:34:7566,800,,-15.6,104.5,104.5,2.0,,3.1,1.5,0.00,0.00,0.00,0.00,21.1,,3.4,95.0,,
18:57:34:8503,800,,-15.6,104.5,104.5,2.0,,3.1,1.5,0.00,0.00,0.00,0.00,21.1,,3.4,95.0,,
18:57:34:9441,800,,-15.6,104.5,104.5,2.0,,3.1,1.5,0.00,0.00,0.00,0.00,21.1,,3.4,95.0,,
18:57:35:0377,800,,-15.6,104.5,104.5,2.0,,3.1,1.5,0.00,0.00,0.00,0.00,21.1,,3.4,95.0,,
18:57:35:1315,800,,-15.6,104.5,104.5,2.0,,3.1,1.5,0.00,0.00,0.00,0.00,21.1,,3.4,95.0,,
18:57:35:2565,800,,-15.6,104.5,104.5,2.0,,3.1,1.5,0.00,0.00,0.00,0.00,21.1,,3.4,95.0,,
18:57:35:3503,800,,-15.6,104.5,104.5,2.0,,3.1,1.5,0.00,0.00,0.00,0.00,21.1,,3.4,95.0,,
18:57:35:4440,800,,-15.6,104.5,104.5,2.0,,3.1,1.5,0.00,0.00,0.00,0.00,21.1,,3.4,95.0,,
18:57:35:5378,800,,-15.6,104.5,104.5,2.0,,3.1,1.5,0.00,0.00,0.00,0.00,21.1,,3.4,95.0,,
18:57:35:6315,800,,-15.2,104.5,104.5,2.0,,3.1,1.5,0.00,0.00,0.00,0.00,21.1,,3.4,95.0,,
18:57:35:7409,800,,-15.2,104.5,104.5,2.0,,3.1,0.8,0.00,0.00,0.00,0.00,21.1,,3.4,95.0,,
18:57:35:8502,800,,-15.2,104.5,104.5,2.0,,3.1,0.8,0.00,0.00,0.00,0.00,21.1,,3.4,95.0,,
18:57:35:9440,800,,-15.2,104.5,104.5,2.0,,3.1,0.8,0.00,0.00,0.00,0.00,21.1,,3.4,95.0,,
18:57:36:0377,800,,-15.2,104.5,104.5,2.0,,3.1,0.8,0.00,0.00,0.00,0.00,21.1,,3.4,95.0,,
18:57:36:1315,800,,-15.2,104.5,104.5,2.0,,3.1,2.3,0.00,0.00,0.00,0.00,21.1,,3.4,95.0,,
18:57:36:2408,800,,-15.2,104.5,104.5,2.0,,3.1,2.3,0.00,0.00,0.00,0.00,21.1,,3.4,95.0,,
18:57:36:3502,800,,-15.2,104.5,104.5,2.0,,3.1,2.3,0.00,0.00,0.00,0.00,21.1,,3.4,95.0,,
18:57:36:4439,800,,-15.2,104.5,104.5,2.0,,3.1,2.3,0.00,0.00,0.00,0.00,21.1,,3.4,95.0,,
18:57:36:5376,800,,-15.2,104.5,104.5,2.0,,3.1,2.3,0.00,0.00,0.00,0.00,21.1,,3.4,95.0,,
18:57:36:6314,800,,-15.2,104.5,104.5,2.0,,3.1,2.3,0.00,0.00,0.00,0.00,21.1,,3.4,95.0,,
18:57:36:7564,800,,-15.2,104.5,104.5,2.0,,3.1,2.3,0.00,0.00,0.00,0.00,21.1,,3.4,95.0,,
18:57:36:8501,800,,-14.5,104.5,104.5,2.0,,3.1,2.3,0.00,0.00,0.00,0.00,21.1,,3.4,95.0,,
18:57:36:9438,800,,-14.5,104.5,104.5,2.0,,3.1,2.3,0.00,0.00,0.00,0.00,21.1,,3.3,95.0,,
18:57:37:0376,800,,-14.5,104.5,104.5,2.0,,3.1,2.3,0.00,0.00,0.00,0.00,21.1,,3.3,95.0,,
18:57:37:1314,800,,-14.5,104.5,104.5,2.0,,3.1,2.3,0.00,0.00,0.00,0.00,21.1,,3.3,95.0,,
18:57:37:2563,800,,-14.1,104.5,104.5,2.0,,3.1,2.3,0.00,0.00,0.00,0.00,21.1,,3.3,95.0,,
18:57:37:3501,800,,-14.1,104.5,104.5,2.0,,3.1,0.8,0.00,0.00,0.00,0.00,21.1,,3.4,95.0,,
18:57:37:4439,800,,-14.1,104.5,104.5,2.0,,3.1,0.8,0.00,0.00,0.00,0.00,21.1,,3.4,95.0,,
18:57:37:5377,800,,-14.1,104.5,104.5,2.0,,3.1,0.8,0.00,0.00,0.00,0.00,21.1,,3.4,95.0,,
18:57:37:6314,800,,-14.1,104.5,104.5,2.0,,3.1,0.8,0.00,0.00,0.00,0.00,21.1,,3.4,95.0,,
