Time,Engine speed,Desired Lambda,02 Correction,Boost actual,Boost requested,Boost duty,Intake temp,TPS,Timing advance,Knock cyl 1,Knock cyl 2,Knock cyl 3,Knock cyl 4,Engine Load,Engine load spec.,Mass air flow,Coolant temp,Battery voltage,Injection time,Actual Lambda,Actual torque
19:30:34:0609,3280.00,1.05,0.00,1.16,-10.30,1.96,22.00,8.63,-3.00,0.00,0.00,0.00,0.00,16.54,184.96,11.60,91.00,14.01,0.00,1.99
19:30:34:6317,3200.00,1.05,0.00,1.02,-10.30,1.96,23.00,8.24,-3.00,0.00,0.00,0.00,0.00,16.54,184.21,11.23,91.00,14.01,0.00,1.99
19:30:35:1800,3120.00,1.05,0.00,1.02,-10.44,1.96,24.00,8.24,-3.00,0.00,0.00,0.00,0.00,16.54,184.21,10.98,91.00,13.91,0.00,1.99
19:30:35:7349,3000.00,1.05,0.00,0.87,-10.44,1.96,24.00,7.84,-4.50,0.00,0.00,0.00,0.00,16.54,184.21,10.76,91.00,14.01,0.00,1.99
19:30:36:2990,2920.00,0.88,0.00,0.87,-10.44,1.96,24.00,7.84,-2.25,0.00,0.00,0.00,0.00,16.54,184.21,10.46,91.00,13.91,0.00,1.24
19:30:36:8685,2920.00,0.88,0.00,0.29,15.37,96.47,24.00,7.84,3.75,0.00,0.00,0.00,0.00,57.89,184.21,10.16,91.00,14.01,1.02,0.90
19:30:37:4174,2920.00,0.88,1.95,9.72,14.50,96.47,24.00,100.00,11.25,0.00,0.00,0.00,0.00,126.32,184.21,79.12,91.00,13.91,5.36,0.88
19:30:37:9725,3000.00,0.92,1.17,14.36,15.66,90.98,24.00,100.00,2.25,0.00,0.00,0.00,0.00,157.14,184.21,105.16,91.00,13.91,6.38,0.94
19:30:38:5594,3120.00,0.87,1.56,15.23,15.66,82.75,24.00,100.00,2.25,0.00,0.00,0.00,0.00,167.67,184.21,107.98,91.00,13.91,6.89,0.90
19:30:39:1450,3240.00,0.83,0.78,15.08,15.52,82.75,24.00,100.00,2.25,0.00,0.00,0.00,0.00,168.42,184.96,116.84,92.00,13.91,7.40,0.80
